name,manufacturer,price,salt_name,strength
Tramed,ICI Pakistan Limited,Rs 209,Tramadol,50 mg|ml
Tramal Plus,Searle,Rs 173,Tramadol,37.5mg
TERBISIL 20ML LOTION,Saffron,Rs 380,,
Terbin-Ds,Searle,Rs 570,,
Testoviron Depot,Bayer,Rs 133,Testosterone Oenanthate,250mg
Tormax,Platinum,Rs 176,,
Tigasor,Maxitech Pharma,Rs 275,Acitretin,10mg
Tigasor,Maxitech Pharma,Rs 798,Acitretin,25mg
Trisil,Efroze,Rs 26,Aluminium Hydroxide,
Tizorel,Martin Dow,Rs 141,Tizanidine,2mg
Telsarta-A,Pharm Evo,Rs 151,Telmisartan,40mg
Tair,Wilshire,Rs 255,Montelukast,10 mg
Tair,Wilshire,Rs 208,Montelukast,5 mg
Tesmic,Zafa,Rs 15,Terbutaline Inj/Oral,2.5 mg
Tioget,Getz Pharma,Rs 249,Tiotropium bromide,18 mcg
Telmis-A,Genix,Rs 504,Amlodipine,80mg
Teardrop,Hudson Pharma's,Rs 146,Sodium Carboxymethylcellulose,
Travson,Hudson Pharma's,Rs 586,Travoprost,
Tansin-DS,Pharm Evo,Rs 310,Losartan Potassium,100mg
Trapeze,Scotman,Rs 176,Sitagliptin,50mg
Trapeze Plus,Scotman,Rs 376,Sitagliptin,50mg
Trapeze Plus,Scotman,Rs 459,Sitagliptin,50mg
Torason,Hudson Pharma's,Rs 699,Ketorolac tromethamine,30 mg
Thewril,Pharm Evo,Rs 210,Thiocolchicoside,4 mg
Triplixam,Servier,"Rs 1,140",Amlodipine,5mg
Taxotere,Sanofi,"Rs 8,000",Docetaxel,20mg
Triton,Mass-PH Health,Rs 528,Triamcinolone,40mg
Targocid,Sanofi,"Rs 2,657",Teicoplanin,200mg
Targocid,Sanofi,"Rs 5,315",Teicoplanin,400mg
Telox,Platinum,Rs 479,Oxcarbazepine,300mg
Treviamet XR,Getz Pharma,Rs 670,Metformin,100 mg
Telmis,Genix,Rs 378,Telmisartan,40mg
Tonoflex-P,Sami,Rs 206,Paracetamol,325mg
Travost,Sante,Rs 590,Travoprost,0.004%
Telmis,Genix,Rs 200,Telmisartan,20 mg
Trikat MR,Next Pharmaceutical,Rs 450,Trimetazidine dihydrochloride,35 mg
Tisamide,Titlis Pharma,Rs 240,Lacosamide,
Tiflex,Titlis Pharma,Rs 123,Tizanidine,2 mg
Tyloric,Titlis Pharma,Rs 175,Febuxostat,40 mg
Tyloric,Titlis Pharma,Rs 295,Febuxostat,80 mg
Tisamide,Titlis Pharma,Rs 168,Lacosamide,50 mg
Tisamide,Titlis Pharma,Rs 280,Lacosamide,100 mg
Tretigen,Mass-PH Health,Rs 871,Isotretinoin Oral,20 mg
Tonoflex,Sami,Rs 195,Tramadol,50 mg
Tercica,Sami,Rs 89,Daxibuprofen,200 mg
Tonoflex,Sami,Rs 59,Tramadol,100 mg
Telfast,Sanofi,Rs 323,Fexofenadine HCI,60 mg
Telfast,Sanofi,Rs 539,Fexofenadine,120 mg
Ticovate,Saffron,Rs 348,Fluticasone Propionate,
Typhodex,Genix,Rs 199,Dexamethasone,
Tenovir-AF,CCL,"Rs 2,714",Tenofovir Alafenamide,25 mg
Tenovir,CCL,"Rs 1,176",Tenofovir Disoproxil,300 mg
Tolsura,Hirani's Pharma,Rs 350,Itraconazole,100 mg
Tofajak,Hirani's Pharma,"Rs 3,650",Tofacitinib,5 mg
Tasmi AM,Getz Pharma,Rs 217,Amlodipine besylate,5 mg
Tazbac,Genix,"Rs 1,323",Piperacillin,4.5 gm
Tazbac,Genix,Rs 510,Piperacillin,2.25 gm
Terbinasav,Serving Health Pakistan,Rs 530,Terbinafine,250 mg
Terbinasav,Serving Health Pakistan,Rs 313,Terbinafine,125 mg
Tobracin,Helix Pharma,Rs 163,Tobramycin,0.3 %
Toni-5,AGP,Rs 331,Supplements,
Truglif,AGP,Rs 350,Empagliflozin,10 mg
Truglif,AGP,Rs 460,Empagliflozin,25 mg
Truglif Met,AGP,Rs 350,Empagliflozin,12.5 mg
Tapento IR,Sami,Rs 330,,
TEpH Insta Sugar Free,Sami,Rs 17,Omeprazole,20 mg
Tobcoid,Hudson Pharma's,Rs 195,,
T-Day,GSK Consumer Healthcare,Rs 113,Levocetirizine,5 mg
TruGlif Met,AGP,Rs 200,Empagliflozin,12.5 mg
Tio-Veez,Macter,Rs 200,Tiotropium bromide,18 mcg
Tornil,kaizen,Rs 60,Flurbiprofen,100 mg
TriHEMIC,LCI,Rs 81,Iron with Multiple Vitamins,600 mg
Tingnum,Hirani's Pharma,Rs 450,,
Tovitt,Wilshire,Rs 806,,
Tasmi AM,Getz Pharma,Rs 199,,
Trevia R2,Getz,Rs 321,,
Trygil,Tabros Pharma,Rs 79,,
Torib,Searle,Rs 176,,
Tagipmet XR,Highnoon,Rs 390,Metformin,50mg
Toot Siah Syrup 60 ml Bottle,Qarshi,Rs 105,,
Toot Siah Syrup 120ml,Medics,Rs 172,,
Tears Plus Eye Drops 10ml,Barrett,Rs 96,Polyvinyl Alcohol,
Tempramine,Wood Wards,Rs 117,Chlorpheniramine,120ml
Testonon,Zafa,Rs 61,Testosterone Oenanthate,250mg
Trupril,Scilife,Rs 111,Lisinopril dihydrate,5mg
Tempol,Wood Wards,Rs 7,Paracetamol,250mg
Tyladol Plus,Bryon,Rs 36,Paracetamol,250mg
Taxomic,Linz,Rs 50,Cefotaxime,250mg
Taxomic,Linz,Rs 85,Cefotaxime,500mg
Tezox,Bosch,Rs 100,Ceftizoxime,250mg
Torfen,kaizen,Rs 86,Ibuprofen,200mg
Troz,Bosch,Rs 95,Metronidazole,500 mg
Talergin 10mg Tablet,Wilson's,Rs 74,Loratadine,
Tandegyl 1mg,GlaxoSmithKline,Rs 31,Clemastine,
Tempramine,Wood Wards,Rs 72,Chlorpheniramine,
Tinct. Benzoin Compound,KCI Pharma,Rs 48,,
Tradol,Pharmadic,Rs 90,Tramadol,50 mg|ml
Tyladol,Bryon,Rs 36,Paracetamol,250 mg
Tesmic,Zafa,Rs 43,Terbutaline Inj/Oral,0.3 mg|ml
Tyrillin,Titlis Pharma,Rs 66,diphenhydramine,
Tritace,Sanofi,Rs 605,Ramipril,5mg
Telfast,Sanofi,Rs 161,Fexofenadine HCI,60 mg
Telfast,Sanofi,Rs 449,Fexofenadine,120 mg
Tegral,Novartis,Rs 64,Carbamazepine,200mg
Tramal,Searle,Rs 198,Tramadol,50mg
Trusopt,OBS,"Rs 1,522",Dorzolamide,0.02
Timoptol,OBS,Rs 168,Timolol,0.005
Tears Naturale,Alcon Pharma,Rs 312,Hypromellose,
Tybar Injection 0.5ml,Amson,Rs 399,,
Tienam,OBS,"Rs 1,085",Imipemide,500mg
Thyronorm,Abbott Laboratories,Rs 233,Levothyroxine,50mcg
Tagamet 400mg,GlaxoSmithKline,Rs 124,Cimetidine,
Toxinil,Wilson's,Rs 536,Multivitamin with Mineral,
Tagamet 200mg,GlaxoSmithKline,Rs 51,Cimetidine,
The Vitamin Company Sublingual,The Vitamin Company,Rs 500,,
The Vitamin Company Ultra Relief,The Vitamin Company,Rs 450,,
The Vitamin Company Red Yeast,The Vitamin Company,Rs 500,,
The Vitamin Company Garlic,The Vitamin Company,Rs 500,,
Ternelin,Novartis,Rs 465,Tizanidine,4mg
Theragran H,GlaxoSmithKline,Rs 86,Iron with Multiple Vitamins,
Topmate,Maple,Rs 180,Topiramate,25mg
Topmate,Maple,Rs 250,Topiramate,50mg
Trihemic 600,Wyeth,Rs 68,Iron with Multiple Vitamins,600 mg
TENZ  TIZPA  2.MG TAB 10'S,S.J. & G. Fazul Ellahie,Rs 147,Tizanidine,
Tagozer,Bryon,Rs 143,Pioglitazone,45mg
Tagozer-G,Bryon,Rs 101,Pioglitazone,30mg
Trevia,Getz Pharma,Rs 112,Sitagliptin,25 mg
Temfin,Ceicel,Rs 100,Buprenorphine,0.3mg
Tempol -C,Wood Wards,Rs 22,Codeine,15mg
T-Dol,Alina,Rs 106,Tramadol,50mg
T-Mod,Fynk,Rs 28,Tramadol,100mg
Tamadol,Highnoon,Rs 105,Tramadol,50mg
Tamrol,Dosaco,Rs 32,Tramadol,100mg
Tonoflex,Sami,Rs 89,Tramadol,50mg
Tonoflex,Sami,Rs 36,Tramadol,50mg
Tramed,Cirin,Rs 137,Tramadol,50mg
Traumanil,LCPW,Rs 115,Tramadol,50mg
Traumanil,LCPW,Rs 38,Tramadol,100mg
Tremomed,Medicraft,Rs 90,Tramadol,50mg
Testosteron Inj,Geofman,Rs 44,Testosterone,250mg
Testosteron Inj,Schering-Plough,Rs 271,Testosterone,250mg
Tegram,Mediate,Rs 28,Carbamazepine,200mg
Teril,Martin Dow,Rs 59,Carbamazepine,200mg
Ulsanic,Highnoon,Rs 159,Sucralfate,1 gm
Urso,AGP,Rs 600,Ursodeoxycholic Acid,250mg
Urso,AGP,"Rs 1,000",Ursodeoxycholic Acid,500mg
Urodonal   Granules  ( syrup),Opal,Rs 346,Hexamine Granules,
Urgesin,AGP,Rs 880,Solifenacin Succinate,10mg
Urgesin,AGP,Rs 630,Solifenacin Succinate,5mg
Ufrim 10 mg,High-Q,Rs 386,Escitalopram,10mg
Ufrim 20 mg,High-Q,Rs 380,Escitalopram,20mg
U-Progest,OBS,Rs 520,Progesterone,100mg
Urigo,Sami,Rs 203,Febuxostat,40mg
Urigo,Sami,Rs 248,Febuxostat,80mg
Uriguard,Atco,Rs 283,Febuxostat,40mg
Urodonal,Opal,Rs 35,Hexamine Granules,9 gm
Uricon,Shaigan,Rs 49,Flavoxate,100 mg
Urivox,Zafa,Rs 105,Flavoxate,100mg
Ultima,Macter,Rs 128,Clarithromycin,125mg
Ultima,Macter,Rs 391,Clarithromycin,125mg
Ultima,Macter,Rs 395,Clarithromycin,250mg
Ultima,Macter,Rs 590,Clarithromycin,500mg
Uniclin,kaizen,Rs 252,Clindamycin,300mg
Ulcez,Epla,Rs 289,Esomeprazole,40mg
Utazid,Bosch,Rs 240,Ceftazidime,1gm
Utazid,Bosch,Rs 119,Ceftazidime,250mg
Utazid,Bosch,Rs 180,Ceftazidime,500mg
Udic-B,Valor,Rs 230,"Betamethasone and Fusidic Acid, topical",0.1%
Unix,Hilton,Rs 150,Nimesulide,100mg
Uperio,Novartis,"Rs 2,232",Sacubitril,100mg
Uperio,Novartis,Rs 910,Sacubitril,200mg
U-Progest,OBS,Rs 920,Progesterone,200mg
Uricontrol 5mg,Aspin Pharma,Rs 410,Solifenacin Succinate,
Urocit-K,Allmed Labs,"Rs 1,304",Potassium Citrate,10meq
Ultragesic,Hirani's Pharma,Rs 159,Tramadol,37.5|325 mg
Uropin,Allmeo,Rs 256,Phenazopyridine,100mg
Ulcez,Epla,Rs 145,Esomeprazole,40 mg
Ulsanic,Highnoon,Rs 414,Sucralfate,1 gm
Ultima,Macter,Rs 295,Clarithromycin,500 mg
Ulsanic,Highnoon,Rs 60,Sucralfate,500 mg
Ucibon,Hinucon,Rs 433,,
Unifyline,Platinum,Rs 288,Doxofylline,400 mg
Urso,AGP,"Rs 1,400",Ursodeoxycholic Acid,
Ulsanic,Highnoon,Rs 145,Sucralfate,1 gm
Unitrexate,Al Habib,Rs 95,Methotrexate,2.5mg
Unifyline,Platinum,Rs 223,Doxofylline,400 mg
Unigesic,U nison,Rs 13,Dextropropoxyphene,32.5mg
Ulora,Helix Pharma,Rs 330,Febuxostat,40mg
Ulora,Helix Pharma,Rs 585,Febuxostat,80mg
Uriguard,Atco,Rs 469,Febuxostat,80mg
Uropyrine,Allmed Labs,Rs 200,Phenazopyridine,100mg
Uricon,Shaigan,Rs 255,Flavoxate,200mg
Urospaz,Hansel,Rs 217,Flavoxate,200mg
Urobutin,Focus & Rulz,Rs 300,Oxybutynin,5mg
U-Cure,Usawa,Rs 150,Azithromycin,250mg
U-Cure,Usawa,Rs 275,Azithromycin,500mg
Unidon,Paramount,Rs 43,Domperidone,10mg
Unidon-V,Paramount,Rs 129,Domperidone Maleate,10mg
Unidon-V,Paramount,Rs 215,Domperidone Maleate,10mg
Unitran,U nison,Rs 308,Trimethoprim,80mg|400mg
Unitran,U nison,Rs 288,Trimethoprim,160mg
Uniclar,Paramount,Rs 240,Clarithromycin,250mg
Uniclar,Paramount,Rs 445,Clarithromycin,500mg
Up-Clar,Roryan Pharma,Rs 240,Clarithromycin,250mg
Up-Clar,Roryan Pharma,Rs 445,Clarithromycin,500mg
Unesoquine,Unexo,Rs 300,Amodiaquine,150mg
Uniferon,Getz Pharma,Rs 398,Interferon Alfa-2b.,3 MIU
Uniferon,Getz Pharma,"Rs 1,316",Interferon Alfa-2b.,5 MIU
Uniron,Accurate,Rs 600,Interferon Alfa-2b.,3MIU
UL-Some,Saydon,Rs 17,Esomeprazole,20mg
UL-Some,Saydon,Rs 26,Esomeprazole,40mg
Ulcez,Epla,Rs 119,Esomeprazole,20mg
Ulcicare,Jawa,Rs 119,Esomeprazole,20mg
Ulcicare,Jawa,Rs 198,Esomeprazole,40mg
Ultech,Wise Pharma,Rs 60,Esomeprazole,20mg
Ultech,Wise Pharma,Rs 162,Esomeprazole,40mg
Uni-Zole,U nison,Rs 198,Esomeprazole,40mg
Util,Ambrosia,Rs 70,Esomeprazole,20mg
Util,Ambrosia,Rs 128,Esomeprazole,40mg
Ucon,Noa Hemis,Rs 130,Fluconazole,150mg
Uconazol,Unimark,Rs 130,Fluconazole,150mg
Unizole,TG  Pharma,Rs 172,Fluconazole,150mg
Urbicid,Flow Pharma,Rs 57,Flurbiprofen,100mg
Urbofen,Valor,Rs 60,Flurbiprofen,100mg
Ulcozol,Friends,Rs 180,Lansoprazole,30mg
Ultozone,Mass-PH Health,Rs 218,Lansoprazole,30mg
Unipam,U nison,Rs 328,Diazepam,5mg
U-Butol INH,Unexo,Rs 14,Ethambutol,300mg
Urocit K Tablets.,Allmed Labs,Rs 857,Potassium Citrate,10meq
Unetox-T,Unexo,Rs 103,Attapulgite,500 mg
Unetox-T,Unexo,Rs 473,Attapulgite,500 mg
Unipime,TG  Pharma,Rs 600,Cefepime,1 gm
Unipime,TG  Pharma,Rs 300,Cefepime,500mg
UR-cef,Roryan Pharma,Rs 325,Cefixime,400mg
UR-cef,Roryan Pharma,Rs 135,Cefixime,100mg|5ml
UR-cef,Roryan Pharma,Rs 220,Cefixime,200mg|5ml
Unibactum,Pulse,Rs 250,Cefoperazone,5oomg
Unibactum,Pulse,Rs 350,Cefoperazone,1000mg
Ultrazid,Biorex,Rs 275,Ceftazidime,1gm
Ultrazid,Biorex,Rs 144,Ceftazidime,500mg
Unitrixone,TG  Pharma,Rs 270,Ceftriaxone,1gm
Unitrixone,TG  Pharma,Rs 137,Ceftriaxone,500mg
Unixone,Medicaids,Rs 429,Ceftriaxone,1gm
Vildomet,High-Q,Rs 792,,
Vibramycin Tablet,Pfizer,Rs 58,Doxycycline,100mg
Vidaylin-L,Abbott Laboratories,Rs 228,Multivitamin,
Voltral,Novartis,Rs 231,Diclofenac Sodium,100mg
Velosef 250mg,GlaxoSmithKline,Rs 127,Cephradine,250mg
Velosef 500mg,GlaxoSmithKline,Rs 250,Cephradine,500mg
Viglip-M 50/850mg,Atco,Rs 275,Vildagliptin,50
Valtec,Tabroos,Rs 253,Valsartan,80mg
Vastarel MR,Servier,Rs 685,Trimetazidine dihydrochloride,35mg
Vigamox 5ml,Alcon Pharma,Rs 550,"Moxifloxacin, Eye",0.5%
Visol Gel,Atco,Rs 220,Polyacrylic Acid,
Vaptor,Searle,Rs 316,Rosuvastatin calcium,10mg
Vildomet,High-Q,Rs 270,Vildagliptin,50mg
Vedicar 6.25mg,Barrett,Rs 215,Carvedilol,6.25mg
Vaptor,Searle,Rs 190,Rosuvastatin calcium,5mg
Vita Zinc,The Vitamin Company,Rs 750,,
VC-Cal,Himont,Rs 275,Calcium Supplement,
Venofer,OBS,Rs 593,Iron Sucrose,100mg
Velosef 125mg/5ml 90ml Suspension,GlaxoSmithKline,Rs 361,Cephradine,125mg
Vendep,Genetics Pharmaceuticals,Rs 518,Venlafaxine,37.5mg
Ventek,Searle,Rs 226,Montelukast,10mg
Venticort,Macter,Rs 141,Budesonide,200mcg
Vetrawin,Amarant,Rs 771,Levetiracetam,500mg
Voltral,Novartis,Rs 53,Diclofenac Sodium,25mg
Voltral,Novartis,Rs 36,Diclofenac Sodium,25mg
valvozid,Pacific Pharma,Rs 160,Bisoprolol,10mg
V Pride,Scilife,Rs 75,Glimepiride,3mg
Viglip,Atco,Rs 550,Vildagliptin,50mg
Vildos,High-Q,Rs 336,Vildagliptin,50mg
Vilo,Macter,"Rs 2,112",Vildagliptin,50mg
Vexnil,Stand Pharm,Rs 133,Tramadol,50mg
Vexnil,Stand Pharm,Rs 47,Tramadol,100mg
Vexnil Sr,Stand Pharm,Rs 234,Tramadol,100mg
Vimpex,MAQ,Rs 560,Lacosamide,100mg
Vagibact,Nabi Qasim,Rs 496,Clindamycin,40gm
Valid,Scilife,Rs 329,Valsartan,160mg
Valstar,CCL,Rs 181,Valsartan,160mg
Valtan,L A Kurative,Rs 390,Valsartan,160mg
Valtan,L A Kurative,Rs 280,Valsartan,80mg
Valtec,Tabroos,Rs 161,Valsartan,40mg
Valam,CCL,Rs 325,Valsartan,10mg
Valam,CCL,Rs 277,Valsartan,5mg
Valam,CCL,Rs 205,Valsartan,5mg
Valmo,Pharmatec,Rs 792,Valsartan,10mg
Valmo,Pharmatec,Rs 675,Valsartan,5mg
Valmo,Pharmatec,Rs 394,Valsartan,5 mg
Valsar-M,Helix Pharma,Rs 280,Valsartan,10mg
Valsar-M,Helix Pharma,Rs 231,Valsartan,5mg
Valsar-M,Helix Pharma,Rs 168,Valsartan,5mg
Valtan M,L A Kurative,Rs 460,Valsartan,10mg
Valtan M,L A Kurative,Rs 440,Valsartan,5mg
Valtan M,L A Kurative,Rs 360,Valsartan,5mg
Valtec AM,Tabroos,Rs 420,Valsartan,10mg
Valtec AM,Tabroos,Rs 392,Valsartan,5mg
Valtec AM,Tabroos,Rs 298,Valsartan,5mg
Vezitic,CCL,"Rs 1,059",Solifenacin Succinate,10mg
Vezitic,CCL,Rs 578,Solifenacin Succinate,5mg
Vomitil,Davis Pharma,Rs 31,Domperidone,10mg
Veflox-D,Vega,Rs 118,Dexamethasone,0.1%
Venac,Vega,Rs 400,Nepafenac,0.1%
Virovir,Crystolite Pharma,"Rs 1,835",Famciclovir,250mg
Velatan,Vega,Rs 600,Latanoprost,0.005%
Vislat,Sante,Rs 763,Latanoprost,0.005%
Vermox Tablet,Janssen,Rs 75,Mebendazole,100mg
Vermox,Aspin Pharma,Rs 106,Mebendazole,500mg
Vedicar 12.5mg Tablets,Barrett,Rs 161,,
Vinjec,Bosch,"Rs 1,800",Vancomycin,1gm
Vinjec,Bosch,"Rs 1,050",Vancomycin,500mg
Viglip-M,Atco,Rs 275,Vildagliptin,50mg
Voltral Emulgel 20 g,GlaxoSmithKline,Rs 160,"Diclofenac Sodium, topical",1%
Velosef 250mg/ 5 ml,GlaxoSmithKline,Rs 433,Cephradine,250mg
Vildomet,High-Q,Rs 249,Vildagliptin,50mg
Vilget-M,Getz Pharma,Rs 336,Metformin,50 mg
Valdixime,Valor,Rs 349,Cefixime,400mg
Valdixime,Valor,Rs 180,Cefixime,100mg
Valixime,Valor,Rs 475,Cefixime,400mg
Vencef,Venture,Rs 325,Cefixime,400mg
Vencef,Venture,Rs 180,Cefixime,100mg|5ml
Vencef,Venture,Rs 306,Cefixime,200mg|5ml
Vencef,Venture,Rs 314,Cefixime,200mg
Volvez,Opal,Rs 218,Cefpodoxime,40mg|5ml
Volvez,Opal,Rs 344,Cefpodoxime,100mg
Ventraxin,Venture,Rs 325,Ceftriaxone,1gm
Ventraxin,Venture,Rs 175,Ceftriaxone,500mg
Voltral,Novartis,Rs 118,Diclofenac Sodium,50mg
Voren,Asian Continental,Rs 101,Diclofenac Sodium,50mg
Voren SR,Asian Continental,Rs 113,Diclofenac Sodium,100mg
Voren,Asian Continental,Rs 51,Diclofenac Sodium,25mg
Voren,Asian Continental,Rs 95,Diclofenac Sodium,50mg
Voren,Asian Continental,Rs 47,Diclofenac Sodium,75mg
Voren,Asian Continental,Rs 46,Diclofenac Sodium,75 mg
VOXAMINE 100 mg,Pharm Evo,Rs 500,Fluvoxamine maleate,
Vadil Tab 3.125mg 3x10's,Tabroos,Rs 218,Carvedilol,3.125mg
Vancomycin,Abbott Laboratories,"Rs 1,257",Vancomycin,500mg
Voltral Emulgel,Novartis,Rs 400,"Diclofenac Sodium, topical",1%
Velax XR 75mg,Zaka Healthcare,Rs 600,Venlafaxine,
Venice XR,Medisure,Rs 490,Venlafaxine,75mg
Valcard 10/160mg,Efroze,Rs 490,Amlodipine,
Valcard 5/160mg,Efroze,Rs 420,Valsartan,
Viracyl 3%,Vega,Rs 230,,
Virocil,Maxitech Pharma,Rs 720,,
Vilget-M,Getz Pharma,Rs 280,Metformin,50 mg
Visil,Maxitech Pharma,Rs 360,,
Valtec 160mg,Tabroos,Rs 323,Valsartan,160mg
Viglip-M 50/500mg,Atco,Rs 275,Metformin,
Vilget-M,Getz Pharma,Rs 280,Metformin,50 mg
Velon-M,Genix,Rs 245,Metformin,850mg
Voltral,Novartis,Rs 129,Diclofenac Sodium,100mg
Vaptor,Searle,Rs 480,Rosuvastatin calcium,20mg
Valiant-M,Ferozsons,Rs 202,Metformin,850mg
Valcard 5/80mg,Efroze,Rs 215,Amlodipine,5
Victrin 10mg,Barrett,Rs 120,Loratadine,
Vibramycin,Pfizer,Rs 63,Doxycycline,100mg
Ventek,Searle,Rs 202,,
Voltral Emulgel,Novartis,Rs 420,"Diclofenac Sodium, topical",2%
Vastarel,Servier,Rs 361,Trimetazidine dihydrochloride,20mg
Valid,Scilife,Rs 224,,
Viptin-Met,Sami,Rs 220,Vildagliptin,50mg
Vigo Essential Tablet,IBLHC,Rs 895,,
Velon-M,Genix,Rs 245,Metformin,50mg
Velon-M,Genix,Rs 245,Metformin,50mg
Vitix gel 50ml,ACM laboratoire Dermatologique,"Rs 7,353",,
Vitix gel 20ml,ACM laboratoire Dermatologique,"Rs 4,329",,
Valtec AMH,Tabroos,Rs 194,Valsartan+Amlodipine+Hydrochlorothiazide,10
Valtec AMH,Tabroos,Rs 180,Valsartan+Amlodipine+Hydrochlorothiazide,5
Vilget,Getz Pharma,Rs 258,Vildagliptin,50 mg
Venticort,Macter,Rs 153,Budesonide,400mcg
Vydee,Hudson Pharma's,Rs 175,Cholecalciferol,
Voreta,Scotman,Rs 240,Empagliflozin,10mg
Voreta,Scotman,Rs 340,Empagliflozin,25mg
Voreta Plus,Scotman,Rs 280,Empagliflozin,12.5mg
Voreta Plus,Scotman,Rs 300,Empagliflozin,12.5mg
Voxamine,Pharm Evo,Rs 270,Fluvoxamine maleate,50mg
Velax,Zaka Healthcare,Rs 300,Venlafaxine,37.5mg
Voniza 10 mg Tablet 2 x 7's Pack,Hilton,Rs 186,Vonoprazan,10 mg
Voniza 20 mg Tablet 2 x 7's Pack,Hilton,Rs 294,Vonoprazan,20 mg
Vedicar,Barrett,Rs 113,Carvedilol,6.25mg
VC-Cal,Himont,Rs 36,,
VC-Cal D Orange Supplements 1 x 10's Sachets Pack,Himont,Rs 30,Calcium Supplement,
Velosef,GSK Consumer Healthcare,Rs 190,Cephradine,250 mg
Velosef,GSK Consumer Healthcare,Rs 455,Cephradine,1 gm
VC-Cal D Honey & Lemon Supplements,Himont,Rs 200,Calcium Supplement,
Vorneu,Hilton,Rs 181,Vortioxetine,10 mg
Vorneu,Hilton,Rs 140,Vortioxetine,5 mg
Vorneu,Hilton,Rs 293,Vortioxetine,20 mg
Valcyte,Roche,"Rs 106,080",Valganciclovir,450 mg
Verorab Vaccine Powder Solvent Suspension For,Sanofi,"Rs 1,641",Rabies vaccine,
Valtec AMH,Tabroos,Rs 390,Valsartan+Amlodipine+Hydrochlorothiazide,10 mg
VPN-10,Helix Pharma,Rs 308,Vonoprazan,10 mg
VPN-20,Helix Pharma,Rs 490,Vonoprazan,20 mg
Victra,SCI tech,Rs 128,Lornoxicam,8 mg
Valiant,Ferozsons,Rs 330,Vildagliptin,50 mg
Vonozan,Getz,Rs 375,Vonoprazan,20 mg
Vonozan,Getz,Rs 225,Vonoprazan,10 mg
Venex,Pharmatec,Rs 23,Salbutamol,4 mg
Venex,Pharmatec,Rs 16,Sulbutamol,2 mg
Vonnp,Horizon Pharma,Rs 600,,
Venu,Ferozsons,Rs 308,,
Venu,Ferozsons,Rs 574,,
Vmed,Cell Laboratories,Rs 203,,
Vmed,Cell Laboratories,Rs 276,,
Vmed,Cell Laboratories,Rs 300,,
Variance HB,Mass-PH Health,Rs 351,,
Vepridone,Genetics Pharmaceuticals,Rs 533,,
Vida-Z Tablet,High-Q,Rs 260,,
Velpaget,Getz Pharma,"Rs 10,300",Sofosbuvir,400mg
Vonnp,Horizon Pharma,Rs 400,Vonoprazan,20mg
Vitrum OD Multivitamins,Searle,Rs 450,,
Vismed Multi Eye Drop,Kobec,"Rs 2,940",,
Ventolin Respiratory Solution,GlaxoSmithKline,Rs 62,Salbutamol,5mg
Vita-6,Le Mendoza,Rs 43,Vitamin B6,50mg
Ventolin Expectorant (sugar Free),GlaxoSmithKline,Rs 83,Guaifenesin,
Ventolin (Salbutamol) 120ml,GSK Consumer Healthcare,Rs 111,Salbutamol and Guaifenesin,2mg
Visdom,Macter,Rs 55,Domperidone,5mg
Vomilux,Atco,Rs 74,Domperidone,5mg|5ml
Vomitil,Davis Pharma,Rs 84,Domperidone,5mg|5ml
Ventolin Evohaler,GlaxoSmithKline,Rs 357,Salbutamol,100mcg
Ventraxin,Venture,Rs 99,Ceftriaxone,250mg
Vespin,Amson,Rs 50,Amlodipine,5mg
Vermox Syrup 100mg 30ml,Aspin Pharma,Rs 91,Mebendazole,
Victrin 60ml,Barrett,Rs 100,Loratadine,
Venex,Pharmatec,Rs 111,Salbutamol,2 mg|5ml
Venex,Pharmatec,Rs 49,Salbutamol,2 mg|5ml
Ventolin 2mg,GlaxoSmithKline,Rs 15,Salbutamol,2mg
Voltral Gel 50gm,Novartis,Rs 325,"Diclofenac Sodium, topical",1%
Vidaylin-M 120ML,Abbott Laboratories,Rs 101,Multivitamin,
Victoza 6mg/ml Injection,Novo Nordisk,"Rs 11,000",Liraglutide,
Vidaylin-T,Abbott Laboratories,Rs 199,Multivitamin,
Varivac Injection,Hi-Warble,"Rs 1,750",Varicella Virus Vaccine,
Vitabiotics Pregnacare with Folic Acid,Vitabiotics,"Rs 1,300",,
Victoza Inj 6mg/3ml,Novo Nordisk,"Rs 10,372",Liraglutide,
VISAVIT (Antioxidant vitamins) TABLET,Remington,Rs 269,Multivitamin with Mineral,
viskaldix,Novartis,Rs 55,Pindolol,5mg
V Pride,V Care,Rs 83,Glimepiride,2mg
Verger,Mass-PH Health,Rs 50,Nalbuphine,10mg
Verger,Mass-PH Health,Rs 50,Nalbuphine,10mg
Valep,Geofman,Rs 15,Divalproex Sodium,125mg
Valep,Geofman,Rs 25,Divalproex Sodium,250mg
Valep,Geofman,Rs 46,Divalproex Sodium,500mg
Valporx,Votex,Rs 348,Divalproex Sodium,250mg
Valporx,Votex,Rs 51,Divalproex Sodium,500mg
Valporx,Votex,Rs 165,Divalproex Sodium,500mg
Valpro,Saffron,Rs 26,Divalproex Sodium,200mg
Valpro,Saffron,Rs 51,Divalproex Sodium,500mg
Valprosim,Vega,Rs 30,Divalproex Sodium,250mg
Valprosim,Vega,Rs 32,Divalproex Sodium,500mg
Valrox,Polyfine,Rs 110,Divalproex Sodium,250mg
Valrox,Polyfine,Rs 400,Divalproex Sodium,250mg
Valrox,Polyfine,Rs 636,Divalproex Sodium,500mg
